,AGG,TARGET,SCORING_PREDICT,AMT_GOODS_PRICE,AMT_CREDIT,AMT_ANNUITY,AMT_INCOME_TOTAL,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_EMPLOYED_PERCENT,REGION_POPULATION_RELATIVE,CNT_CHILDREN,AMT_CREDIT_qcut,DAYS_BIRTH_qcut,ANNUITY_INCOME_PERCENT_qcut
122,q10,0.0,86.0,774000.0,942300.0,28458.9,225000.0,0.11,22.600000000000023,9184.0,246.0,0.02,0.01,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.1, 0.14]"
123,q25,0.0,91.0,900000.0,1024740.0,31522.0,247500.0,0.12,28.0,9999.5,566.75,0.05,0.01,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.1, 0.14]"
124,median,0.0,95.0,1035000.0,1125000.0,37800.0,292500.0,0.13,34.0,10744.5,1224.5,0.12,0.02,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.1, 0.14]"
125,q75,0.0,97.0,1237500.0,1332846.0,45333.0,360000.0,0.14,36.0,11322.75,2081.75,0.2,0.03,1.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.1, 0.14]"
126,q90,0.0,98.0,1530000.0,1575000.0,55868.20000000001,450000.0,0.14,38.0,11578.0,3082.2000000000003,0.28,0.05,2.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.1, 0.14]"
127,max,0.0,99.0,2475000.0,2517300.0,188136.0,1575000.0,0.14,40.0,11790.0,5084.0,0.43,0.07,4.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.1, 0.14]"
128,mean,0.0,94.35924932975871,1110237.745308311,1233933.5388739947,41178.43967828418,516766.02412868635,0.08581769436997325,31.25201072386059,10646.383378016086,1528.6166219839142,0.1419034852546917,0.029008042895442246,0.5308310991957105,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
129,min,0.0,65.0,0.0,904500.0,23990.0,247500.0,0.02,10.0,7837.0,0.0,0.0,0.0,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
130,q10,0.0,88.0,774000.0,942300.0,28022.0,315000.0,0.07,20.0,9498.6,312.0,0.03,0.01,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
131,q25,0.0,93.0,900000.0,1035832.0,31653.0,360000.0,0.08,28.0,10130.0,582.0,0.06,0.01,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
132,median,0.0,96.0,1102500.0,1125000.0,37494.0,445500.0,0.09,34.0,10778.0,1243.0,0.12,0.02,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
133,q75,0.0,98.0,1206000.0,1345500.0,46251.0,585000.0,0.1,36.0,11351.0,2276.0,0.21,0.05,1.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
134,q90,0.0,98.0,1395000.0,1574906.4,59269.600000000006,720000.0,0.1,38.0,11604.2,3254.6,0.3,0.07,2.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
135,max,0.0,99.0,3375000.0,3375000.0,225000.0,4500000.0,0.1,45.0,11789.0,4959.0,0.43,0.07,3.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
136,mean,0.0,92.66791443850268,1126019.4395721925,1249196.3823529412,44138.75133689839,197653.58128342245,0.2239946524064181,29.43903743315508,10439.622459893048,1455.122459893048,0.13751871657754025,0.023160427807486794,0.5764705882352941,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.19, 0.25]"
137,min,0.0,55.0,648000.0,904500.0,22252.0,103500.0,0.2,10.0,7688.0,0.0,0.0,0.0,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.19, 0.25]"
138,q10,0.0,85.0,855000.0,973332.5,31047.8,135000.0,0.2,20.0,8967.8,269.9,0.03,0.01,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.19, 0.25]"
139,q25,0.0,91.0,900000.0,1042560.0,34684.0,157500.0,0.21,25.0,9876.0,574.5,0.06,0.01,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.19, 0.25]"
140,median,0.0,94.0,1093500.0,1128287.0,41114.5,180000.0,0.22,31.0,10592.5,1221.5,0.12,0.02,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.19, 0.25]"
141,q75,0.0,97.0,1332000.0,1350000.0,51327.0,225000.0,0.24,34.0,11232.75,2122.0,0.2,0.03,1.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.19, 0.25]"
142,q90,0.0,98.0,1561950.0000000007,1611072.0,59940.0,270000.0,0.25,36.0,11576.1,2997.1000000000013,0.28,0.05,2.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.19, 0.25]"
143,max,0.0,99.0,4050000.0,4050000.0,225000.0,900000.0,0.25,45.0,11792.0,5172.0,0.44,0.07,4.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.19, 0.25]"
144,mean,0.0,92.97612114152592,1104848.2020966802,1230194.5183459523,41580.08910891089,245360.49446709375,0.17092020966802604,30.564356435643564,10518.479906814211,1515.3692486895748,0.14220151426907437,0.024193360512522025,0.5637740244612697,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.14, 0.19]"
145,min,0.0,61.0,648000.0,900297.0,23990.0,134402.0,0.15,9.0,7761.0,0.0,0.0,0.0,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.14, 0.19]"
146,q10,0.0,86.0,810000.0,957033.0,29710.8,180000.0,0.15,21.600000000000023,9096.2,291.80000000000007,0.03,0.01,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.14, 0.19]"
147,q25,0.0,91.0,900000.0,1024740.0,33156.0,202500.0,0.16,27.0,9969.0,662.0,0.06,0.01,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.14, 0.19]"
148,median,0.0,95.0,1035000.0,1125000.0,38452.0,225000.0,0.17,32.0,10706.0,1282.0,0.12,0.02,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.14, 0.19]"
149,q75,0.0,97.0,1233000.0,1350000.0,47664.0,270000.0,0.18,34.0,11313.0,2166.0,0.21,0.03,1.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.14, 0.19]"
150,q90,0.0,98.0,1552500.0,1577914.8000000003,56920.0,352350.0,0.19,38.0,11604.8,3082.4,0.29,0.05,2.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.14, 0.19]"
151,max,0.0,99.0,3600000.0,3600000.0,147262.0,810000.0,0.19,40.0,11793.0,5153.0,0.44,0.07,3.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.14, 0.19]"
152,mean,0.0,92.41534504929275,1157897.2477496786,1279559.4959279897,49013.79468495499,151603.85555079297,0.33313759108443664,27.67081011573082,10435.71581654522,1463.475353621946,0.13830690098585496,0.02163309044149186,0.6673810544363481,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.25, 2.0]"
153,min,0.0,48.0,648000.0,900297.0,24021.0,45000.0,0.26,9.0,7676.0,0.0,0.0,0.0,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.25, 2.0]"
154,q10,0.0,85.0,882000.0,971280.0,31653.0,90000.0,0.27,19.0,8959.6,246.20000000000002,0.02,0.01,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.25, 2.0]"
155,q25,0.0,90.0,900000.0,1042560.0,37670.0,112500.0,0.28,22.0,9882.0,608.0,0.06,0.01,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.25, 2.0]"
156,median,0.0,94.0,1125000.0,1185120.0,45630.0,135000.0,0.31,28.0,10554.0,1239.0,0.12,0.02,0.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.25, 2.0]"
157,q75,0.0,97.0,1350000.0,1379376.0,56030.0,180000.0,0.36,34.0,11245.0,2137.0,0.2,0.03,1.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.25, 2.0]"
158,q90,0.0,98.0,1575000.0,1762110.0,67500.0,225000.0,0.42,36.0,11576.0,3000.0,0.28,0.04,2.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.25, 2.0]"
159,max,0.0,100.0,3375000.0,3375000.0,225000.0,630000.0,1.0,40.0,11793.0,5084.0,0.43,0.07,4.0,"(900000.0, 4050000.0]","(7488.999, 11794.0]","(0.25, 2.0]"
160,mean,0.0,95.71675126903553,1088515.7360406092,1214268.966497462,40145.25786802031,316256.9847715736,0.12787817258883272,31.069035532994924,21910.568527918782,2267.7137055837566,0.10436548223350259,0.027969543147208297,0.03959390862944162,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.1, 0.14]"
161,min,0.0,59.0,657000.0,900297.0,23890.0,175500.0,0.11,10.0,20583.0,0.0,0.0,0.0,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.1, 0.14]"
162,q10,0.0,92.0,810000.0,942300.0,29010.0,225000.0,0.11,24.0,20782.6,0.0,0.0,0.01,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.1, 0.14]"
163,q25,0.0,95.0,900000.0,1016991.0,31653.0,256500.0,0.12,27.0,21108.0,0.0,0.0,0.01,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.1, 0.14]"
164,median,0.0,97.0,1048500.0,1129500.0,37800.0,292500.0,0.13,34.0,21778.0,395.0,0.02,0.02,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.1, 0.14]"
165,q75,0.0,98.0,1215000.0,1334732.0,45284.0,360000.0,0.14,34.0,22585.0,3384.0,0.16,0.04,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.1, 0.14]"
166,q90,0.0,98.0,1372500.0,1574532.0,53253.0,427500.0,0.14,36.0,23291.2,6873.200000000002,0.32,0.07,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.1, 0.14]"
167,max,0.0,99.0,2250000.0,2695500.0,112500.0,900000.0,0.14,38.0,23791.0,16308.0,0.7,0.07,3.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.1, 0.14]"
168,mean,0.0,95.69822485207101,1102446.7455621301,1223721.3875739644,41077.819526627216,515523.0650887574,0.08470414201183434,30.837278106508876,21950.582840236686,2229.147928994083,0.10201183431952658,0.031686390532544295,0.07100591715976332,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
169,min,0.0,71.0,670500.0,900297.0,23990.0,247500.0,0.02,14.0,20584.0,0.0,0.0,0.0,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
170,q10,0.0,91.0,787500.0,943087.5,28266.4,315000.0,0.06,20.0,20789.2,0.0,0.0,0.01,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
171,q25,0.0,95.0,900000.0,1006920.0,31653.0,360000.0,0.08,26.0,21148.5,0.0,0.0,0.01,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
172,median,0.0,97.0,1041750.0,1125000.0,37800.0,450000.0,0.09,34.0,21783.5,778.5,0.04,0.03,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
173,q75,0.0,98.0,1207125.0,1338912.0,47413.0,585000.0,0.1,34.0,22730.25,3574.25,0.1675,0.05,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
174,q90,0.0,99.0,1382400.0000000002,1575000.0,59394.3,720000.0,0.1,38.0,23345.4,6424.8,0.3,0.07,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
175,max,0.0,99.0,2250000.0,2695500.0,95332.0,2250000.0,0.1,40.0,23831.0,16365.0,0.71,0.07,3.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
176,mean,0.0,95.42290570619183,1136174.3253743423,1260655.9356535815,43824.15823553217,196155.84621610685,0.2245811412383681,29.86766491299069,21993.823148522864,1675.0485633346823,0.07693241602590055,0.024083367057871514,0.02792391744233104,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.19, 0.25]"
177,min,0.0,64.0,648000.0,900054.0,25006.0,108000.0,0.2,10.0,20580.0,0.0,0.0,0.0,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.19, 0.25]"
178,q10,0.0,91.0,850500.0,948582.0,30717.0,135000.0,0.2,23.0,20809.0,0.0,0.0,0.01,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.19, 0.25]"
179,q25,0.0,95.0,904500.0,1035000.0,34587.0,157500.0,0.21,25.0,21197.0,0.0,0.0,0.01,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.19, 0.25]"
180,median,0.0,97.0,1125000.0,1170000.0,41566.0,180000.0,0.22,31.0,21896.0,0.0,0.0,0.02,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.19, 0.25]"
181,q75,0.0,98.0,1350000.0,1354500.0,49304.5,225000.0,0.24,34.0,22759.0,2184.0,0.1,0.03,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.19, 0.25]"
182,q90,0.0,98.0,1575000.0,1687266.0,58568.0,270000.0,0.25,36.0,23333.0,5515.0,0.25,0.05,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.19, 0.25]"
183,max,0.0,99.0,2700000.0,2931660.0,225000.0,945000.0,0.25,40.0,23860.0,16481.0,0.71,0.07,4.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.19, 0.25]"
184,mean,0.0,95.27849927849928,1129130.4800384801,1255141.356902357,41781.011063011065,246151.4353054353,0.17067340067340162,30.845598845598847,22001.46176046176,1975.1635401635401,0.09059163059163065,0.02542568542568566,0.025012025012025013,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.14, 0.19]"
185,min,0.0,64.0,648000.0,900297.0,24304.0,135000.0,0.15,10.0,20580.0,0.0,0.0,0.0,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.14, 0.19]"
186,q10,0.0,91.0,818100.0,954207.0,30383.600000000002,180000.0,0.15,24.0,20832.6,0.0,0.0,0.01,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.14, 0.19]"
187,q25,0.0,94.0,904500.0,1035832.0,33174.0,202500.0,0.16,26.0,21177.0,0.0,0.0,0.01,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.14, 0.19]"
188,median,0.0,97.0,1125000.0,1170000.0,39452.0,225000.0,0.17,34.0,21923.0,0.0,0.0,0.02,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.14, 0.19]"
189,q75,0.0,98.0,1345500.0,1352806.0,47423.5,270000.0,0.18,34.0,22739.0,2729.0,0.13,0.03,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.14, 0.19]"
190,q90,0.0,98.0,1552500.0,1675695.6000000006,55988.6,337500.0,0.19,36.0,23350.2,6470.000000000002,0.3,0.05,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.14, 0.19]"
191,max,0.0,99.0,2254500.0,2695500.0,119862.0,810000.0,0.19,40.0,23825.0,16364.0,0.71,0.07,5.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.14, 0.19]"
192,mean,0.0,95.16186591893958,1162476.2095335203,1276938.8315065,47906.41932194749,141955.0502166709,0.3551363752230345,28.306907978587816,22055.976293652817,1306.7545245985216,0.06010451185317364,0.022908488401733786,0.02039255671679837,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.25, 2.0]"
193,min,0.0,59.0,652500.0,900090.0,24160.0,30150.0,0.26,10.0,20581.0,0.0,0.0,0.0,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.25, 2.0]"
194,q10,0.0,91.0,900000.0,971280.0,31653.0,90000.0,0.27,19.0,20823.0,0.0,0.0,0.01,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.25, 2.0]"
195,q25,0.0,94.0,913500.0,1055691.0,37310.0,112500.0,0.29,24.0,21244.0,0.0,0.0,0.01,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.25, 2.0]"
196,median,0.0,96.0,1125000.0,1223010.0,43857.0,135000.0,0.32,29.0,21980.0,0.0,0.0,0.02,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.25, 2.0]"
197,q75,0.0,98.0,1350000.0,1406362.0,53248.0,162000.0,0.38,34.0,22849.0,1032.5,0.05,0.03,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.25, 2.0]"
198,q90,0.0,98.0,1575000.0,1687266.0,66402.0,202500.0,0.48,36.0,23399.0,4570.0,0.21800000000000183,0.04,0.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.25, 2.0]"
199,max,0.0,99.0,2700000.0,2700000.0,225000.0,704700.0,1.0,42.0,25229.0,16836.0,0.72,0.07,3.0,"(900000.0, 4050000.0]","(20579.0, 25229.0]","(0.25, 2.0]"
200,mean,0.0,93.15500234852043,174963.28886801316,189417.7411930484,13985.444809769844,113370.07233442931,0.12367308595584843,14.508689525598873,15858.751996242367,2694.425551902302,0.17007984969469184,0.019830906528887093,0.5190230155002349,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.1, 0.14]"
201,min,0.0,44.0,0.0,45000.0,4396.0,33750.0,0.11,8.0,14549.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.1, 0.14]"
202,q10,0.0,85.0,103500.0,117162.0,8883.0,67500.0,0.11,9.0,14798.4,333.40000000000003,0.02,0.01,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.1, 0.14]"
203,q25,0.0,91.0,135000.0,152820.0,10125.0,83250.0,0.11,10.0,15140.0,823.0,0.05,0.01,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.1, 0.14]"
204,median,0.0,96.0,180000.0,199152.0,12375.0,103500.0,0.12,14.0,15804.0,1839.0,0.12,0.02,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.1, 0.14]"
205,q75,0.0,98.0,225000.0,227520.0,16587.0,135000.0,0.13,20.0,16531.0,3813.0,0.24,0.03,1.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.1, 0.14]"
206,q90,0.0,99.0,229500.0,247500.0,22813.600000000002,180000.0,0.14,20.0,17010.0,6748.4,0.43,0.03,2.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.1, 0.14]"
207,max,0.0,99.0,270000.0,254700.0,30357.0,270000.0,0.14,28.0,17366.0,10693.0,0.62,0.07,5.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.1, 0.14]"
208,mean,0.0,93.56108982545764,151968.27394636016,163648.7669220945,10570.379310344828,161331.6023839932,0.07039165602384018,16.237122179650914,15857.563218390804,2612.2030651340997,0.16481268624946674,0.021077054065560222,0.5308641975308642,"(44999.999, 254700.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
209,min,0.0,43.0,0.0,45000.0,1980.0,35550.0,0.01,8.0,14546.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
210,q10,0.0,86.0,67500.0,81000.0,6561.0,90000.0,0.04,9.0,14782.0,324.70000000000005,0.02,0.01,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
211,q25,0.0,92.0,112500.0,127350.0,7875.0,112500.0,0.05,11.0,15151.5,832.25,0.05,0.01,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
212,median,0.0,96.0,148500.0,170640.0,9898.0,135000.0,0.07,17.0,15797.0,1884.5,0.12,0.02,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
213,q75,0.0,98.0,198000.0,213031.0,12204.0,184500.0,0.09,20.0,16535.5,3717.0,0.23,0.03,1.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
214,q90,0.0,98.0,225000.0,229270.50000000003,16006.0,247500.0,0.1,21.0,17035.3,6131.500000000001,0.39,0.04,2.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
215,max,0.0,100.0,900000.0,254700.0,30357.0,1350000.0,0.1,38.0,17366.0,10485.0,0.61,0.07,5.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(-0.001, 0.1]"
216,mean,0.0,93.69622331691298,192133.00492610838,207940.65353037766,18500.891625615764,84553.00492610838,0.21968801313628866,11.860426929392446,15894.15106732348,2571.0689655172414,0.16188834154351409,0.019671592775040856,0.5385878489326765,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.19, 0.25]"
217,min,0.0,52.0,67500.0,71955.0,5409.0,27000.0,0.2,8.0,14552.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.19, 0.25]"
218,q10,0.0,86.0,135000.0,143910.0,11038.800000000001,49500.0,0.2,9.0,14753.0,256.6,0.02,0.01,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.19, 0.25]"
219,q25,0.0,93.0,153000.0,177768.0,14350.0,67500.0,0.2,9.0,15192.0,756.0,0.05,0.01,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.19, 0.25]"
220,median,0.0,96.0,225000.0,225000.0,17752.0,81000.0,0.22,10.0,15885.0,1851.0,0.12,0.02,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.19, 0.25]"
221,q75,0.0,98.0,225000.0,247275.0,23720.0,112500.0,0.23,14.0,16571.0,3503.0,0.22,0.03,1.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.19, 0.25]"
222,q90,0.0,99.0,229500.0,254700.0,26496.0,112500.0,0.24,17.0,17072.8,6239.800000000001,0.38,0.03,2.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.19, 0.25]"
223,max,0.0,99.0,252000.0,254700.0,30357.0,135000.0,0.25,28.0,17361.0,10041.0,0.6,0.07,6.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.19, 0.25]"
224,mean,0.0,93.41290322580645,181767.74193548388,197272.30752688172,15874.40788530466,95925.99784946236,0.16560573476702525,13.371326164874551,15889.022222222222,2558.966308243728,0.16091039426523335,0.019799283154121952,0.5268817204301075,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.14, 0.19]"
225,min,0.0,44.0,0.0,50940.0,5062.0,27000.0,0.15,8.0,14546.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.14, 0.19]"
226,q10,0.0,85.4,112500.0,130338.0,10125.0,63000.0,0.15,9.0,14777.4,300.0,0.02,0.01,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.14, 0.19]"
227,q25,0.0,92.0,135000.0,158301.0,11405.0,67500.0,0.15,10.0,15187.5,783.0,0.05,0.01,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.14, 0.19]"
228,median,0.0,96.0,184500.0,203760.0,14670.0,90000.0,0.16,12.0,15895.0,1813.0,0.11,0.02,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.14, 0.19]"
229,q75,0.0,98.0,225000.0,239850.0,20052.0,117000.0,0.18,17.0,16530.0,3527.0,0.22,0.03,1.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.14, 0.19]"
230,q90,0.0,99.0,229500.0,251204.40000000002,24844.0,144000.0,0.19,20.0,17068.0,6206.000000000011,0.39,0.03,2.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.14, 0.19]"
231,max,0.0,100.0,252000.0,254700.0,30357.0,202500.0,0.19,27.0,17365.0,10699.0,0.62,0.07,10.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.14, 0.19]"
232,mean,0.0,93.01583113456465,200113.45646437994,217326.62005277045,20540.562005277046,67367.48548812665,0.31306068601583137,10.986807387862797,15876.947229551452,2462.8126649076517,0.15511873350923483,0.019393139841688552,0.5857519788918206,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.25, 2.0]"
233,min,0.0,55.0,67500.0,76410.0,7686.0,26550.0,0.26,8.0,14546.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.25, 2.0]"
234,q10,0.0,84.0,135000.0,152820.0,12440.400000000001,39960.00000000001,0.26,9.0,14802.6,232.00000000000003,0.018000000000000044,0.01,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.25, 2.0]"
235,q25,0.0,91.0,180000.0,199008.0,16292.0,47716.0,0.27,9.0,15156.5,680.5,0.04,0.01,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.25, 2.0]"
236,median,0.0,96.0,225000.0,225000.0,21582.0,67500.0,0.3,10.0,15796.0,1675.0,0.11,0.02,0.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.25, 2.0]"
237,q75,0.0,98.0,225000.0,247588.0,25188.5,90000.0,0.33,12.0,16625.5,3442.0,0.22,0.03,1.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.25, 2.0]"
238,q90,0.0,98.0,229500.0,254700.0,26874.0,90000.0,0.38,15.199999999999989,17023.2,6122.999999999998,0.3919999999999999,0.03,2.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.25, 2.0]"
239,max,0.0,99.0,252000.0,254700.0,30357.0,112500.0,0.66,27.0,17365.0,10466.0,0.61,0.07,4.0,"(44999.999, 254700.0]","(14545.0, 17366.0]","(0.25, 2.0]"
240,mean,0.0,94.08016121809226,170596.95476936857,184441.15987460816,13232.446932377967,107600.94133452754,0.12360053739364138,14.827586206896552,19048.80698611733,2546.9278996865205,0.13445588893864768,0.020488132557098315,0.1200179131213614,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.1, 0.14]"
241,min,0.0,47.0,0.0,45000.0,3344.0,31500.0,0.11,8.0,17368.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.1, 0.14]"
242,q10,0.0,87.0,90000.0,106974.0,8174.8,67500.0,0.11,9.0,17708.6,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.1, 0.14]"
243,q25,0.0,93.0,135000.0,148140.0,9801.0,81000.0,0.11,10.0,18248.0,310.0,0.02,0.01,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.1, 0.14]"
244,median,0.0,96.0,180000.0,189000.0,12375.0,94500.0,0.12,14.0,19140.0,1526.0,0.08,0.02,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.1, 0.14]"
245,q75,0.0,98.0,225000.0,225000.0,15498.0,135000.0,0.13,20.0,19833.0,3529.0,0.19,0.03,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.1, 0.14]"
246,q90,0.0,99.0,229500.0,247500.0,20282.0,157500.0,0.14,20.0,20273.8,6645.799999999999,0.35,0.03,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.1, 0.14]"
247,max,0.0,99.0,270000.0,254700.0,30357.0,270000.0,0.14,37.0,20577.0,13404.0,0.67,0.07,7.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.1, 0.14]"
